Order_ID,Date,Month,Quarter,Category,Product,City,State,Quantity,Unit_Price,Discount_Percent,Final_Amount,Payment_Method,Order_Status,Customer_Rating
ORD10375,2023-03-09,March,Q1,Toys,LEGO Set,Pune,Maharashtra,3,27034.85,11.0,72183.05,UPI,Cancelled,4.8
ORD10376,2023-06-28,June,Q2,Grocery,Tea 250g,Mumbai,Maharashtra,3,44919.17,8.0,123976.91,Credit Card,Delivered,3.8
ORD10377,2023-02-05,February,Q1,Electronics,Smartphone,Chennai,Tamil Nadu,2,43254.3,17.0,71802.14,Cash on Delivery,Returned,2.8
ORD10378,2023-05-06,May,Q2,Clothing,Jeans,Mumbai,Maharashtra,4,35857.57,2.0,140561.67,Debit Card,Delivered,2.7
ORD10379,2023-07-09,July,Q3,Clothing,Jacket,Chennai,Tamil Nadu,3,20411.26,18.0,50211.7,UPI,Delivered,3.5
ORD10380,2023-05-26,May,Q2,Toys,LEGO Set,Ahmedabad,Gujarat,1,32089.07,25.0,24066.8,Cash on Delivery,Delivered,4.4
ORD10381,2023-03-22,March,Q1,Clothing,Saree,Ahmedabad,Gujarat,1,14527.34,27.0,10604.96,UPI,Returned,4.0
ORD10382,2023-08-13,August,Q3,Toys,RC Car,Mumbai,Maharashtra,4,7858.36,9.0,28604.43,Cash on Delivery,Delivered,4.4
ORD10383,2023-10-06,October,Q4,Home & Kitchen,Bedsheet,Madurai,Tamil Nadu,1,27698.53,22.0,21604.85,Credit Card,Cancelled,2.8
ORD10384,2023-12-27,December,Q4,Toys,Puzzle,Ahmedabad,Gujarat,1,15269.32,30.0,10688.52,UPI,Delivered,4.8
ORD10385,2023-06-04,June,Q2,Toys,Puzzle,Bangalore,Karnataka,2,9240.44,25.0,13860.66,Credit Card,Delivered,3.1
ORD10386,2023-11-10,November,Q4,Electronics,Tablet,Kolkata,West Bengal,5,3703.57,27.0,13518.03,Debit Card,Cancelled,3.1
ORD10387,2023-12-01,December,Q4,Grocery,Oil 1L,Madurai,Tamil Nadu,2,33581.21,9.0,61117.8,Credit Card,Delivered,3.2
ORD10388,2023-09-28,September,Q3,Beauty,Lipstick,Kolkata,West Bengal,3,30836.3,12.0,81407.83,Cash on Delivery,Cancelled,4.0
ORD10389,2023-01-05,January,Q1,Beauty,Perfume,Pune,Maharashtra,2,291.35,10.0,524.43,Net Banking,Delivered,3.1
ORD10390,2023-12-08,December,Q4,Beauty,Shampoo,Madurai,Tamil Nadu,4,23169.28,14.0,79702.32,Cash on Delivery,Delivered,3.3
ORD10391,2023-10-11,October,Q4,Home & Kitchen,Water Bottle,Delhi,Delhi,3,42942.75,6.0,121098.55,UPI,Delivered,3.8
ORD10392,2023-06-03,June,Q2,Clothing,T-Shirt,Ahmedabad,Gujarat,1,40641.49,23.0,31293.95,Debit Card,Delivered,4.4
ORD10393,2023-12-06,December,Q4,Books,Children Book,Ahmedabad,Gujarat,4,32712.71,6.0,122999.79,Cash on Delivery,Delivered,3.5
ORD10394,2023-02-23,February,Q1,Home & Kitchen,Curtains,Ahmedabad,Gujarat,5,4573.17,15.0,19435.97,Debit Card,Cancelled,2.5
ORD10395,2023-03-10,March,Q1,Home & Kitchen,Water Bottle,Bangalore,Karnataka,4,8003.16,23.0,24649.73,Debit Card,Returned,3.9
ORD10396,2023-05-16,May,Q2,Beauty,Face Cream,Chennai,Tamil Nadu,4,11625.91,11.0,41388.24,Debit Card,Cancelled,3.1
ORD10397,2023-03-01,March,Q1,Beauty,Lipstick,Kolkata,West Bengal,4,44083.52,2.0,172807.4,Credit Card,Cancelled,4.1
ORD10398,2023-02-24,February,Q1,Books,Novel,Jaipur,Rajasthan,5,28529.5,15.0,121250.38,Cash on Delivery,Delivered,3.4
ORD10399,2023-10-11,October,Q4,Books,UPSC Guide,Chennai,Tamil Nadu,5,20321.82,33.0,68078.1,Net Banking,Cancelled,3.4
ORD10400,2023-03-21,March,Q1,Electronics,Tablet,Bangalore,Karnataka,4,8322.01,3.0,32289.4,Debit Card,Delivered,4.1
ORD10401,2023-05-20,May,Q2,Home & Kitchen,Pressure Cooker,Madurai,Tamil Nadu,5,35879.27,5.0,170426.53,UPI,Delivered,3.1
ORD10402,2023-05-25,May,Q2,Grocery,Tea 250g,Kolkata,West Bengal,2,29560.01,26.0,43748.81,Debit Card,Delivered,3.5
ORD10403,2023-11-06,November,Q4,Home & Kitchen,Water Bottle,Jaipur,Rajasthan,2,6779.47,21.0,10711.56,Debit Card,Delivered,4.7
ORD10404,2023-04-18,April,Q2,Home & Kitchen,Bedsheet,Bangalore,Karnataka,5,47914.0,24.0,182073.2,Credit Card,Delivered,3.9
ORD10405,2023-06-25,June,Q2,Clothing,Jeans,Kolkata,West Bengal,5,49639.15,35.0,161327.24,Net Banking,Cancelled,2.9
ORD10406,2023-04-15,April,Q2,Home & Kitchen,Water Bottle,Bangalore,Karnataka,5,32999.46,11.0,146847.6,UPI,Returned,4.3
ORD10407,2023-12-18,December,Q4,Clothing,Jeans,Pune,Maharashtra,4,6654.05,1.0,26350.04,Cash on Delivery,Returned,3.8
ORD10408,2023-11-21,November,Q4,Home & Kitchen,Water Bottle,Delhi,Delhi,2,23819.67,25.0,35729.5,Cash on Delivery,Cancelled,2.6
ORD10409,2023-05-16,May,Q2,Clothing,T-Shirt,Kolkata,West Bengal,2,45104.14,22.0,70362.46,Net Banking,Cancelled,2.5
ORD10410,2023-09-16,September,Q3,Toys,Doll,Mumbai,Maharashtra,5,21476.37,38.0,66576.75,Net Banking,Delivered,3.7
ORD10411,2023-09-08,September,Q3,Clothing,Kurta,Bangalore,Karnataka,3,23883.2,9.0,65201.14,UPI,Cancelled,4.6
ORD10412,2023-05-09,May,Q2,Toys,Doll,Chennai,Tamil Nadu,1,35471.98,32.0,24120.95,Credit Card,Cancelled,3.9
ORD10413,2023-01-27,January,Q1,Electronics,Smart Watch,Chennai,Tamil Nadu,3,20471.81,4.0,58958.81,Cash on Delivery,Delivered,3.6
ORD10414,2023-02-17,February,Q1,Books,Children Book,Pune,Maharashtra,5,18313.92,11.0,81496.94,Debit Card,Returned,4.2
ORD10415,2023-11-21,November,Q4,Grocery,Dal 1kg,Madurai,Tamil Nadu,5,27767.82,10.0,124955.19,UPI,Returned,3.3
ORD10416,2023-08-05,August,Q3,Home & Kitchen,Mixer Grinder,Chennai,Tamil Nadu,4,39166.31,38.0,97132.45,Cash on Delivery,Returned,2.8
ORD10417,2023-05-22,May,Q2,Beauty,Sunscreen,Jaipur,Rajasthan,1,8078.86,39.0,4928.1,Credit Card,Delivered,2.5
ORD10418,2023-01-23,January,Q1,Grocery,Biscuits,Pune,Maharashtra,1,3250.82,9.0,2958.25,Credit Card,Returned,2.7
ORD10419,2023-01-02,January,Q1,Toys,Puzzle,Ahmedabad,Gujarat,3,35594.71,24.0,81155.94,Debit Card,Returned,4.9
ORD10420,2023-06-20,June,Q2,Grocery,Rice 5kg,Chennai,Tamil Nadu,5,14336.03,1.0,70963.35,Cash on Delivery,Delivered,4.0
ORD10421,2023-03-08,March,Q1,Home & Kitchen,Mixer Grinder,Madurai,Tamil Nadu,2,32768.21,39.0,39977.22,UPI,Returned,2.7
ORD10422,2023-11-23,November,Q4,Beauty,Lipstick,Pune,Maharashtra,5,10055.5,1.0,49774.72,Credit Card,Cancelled,4.3
ORD10423,2023-05-15,May,Q2,Books,Children Book,Jaipur,Rajasthan,3,17406.38,33.0,34986.82,Debit Card,Returned,3.1
ORD10424,2023-03-24,March,Q1,Toys,Puzzle,Mumbai,Maharashtra,3,8792.99,20.0,21103.18,Cash on Delivery,Delivered,3.9
ORD10425,2023-08-15,August,Q3,Beauty,Face Cream,Ahmedabad,Gujarat,3,43811.85,33.0,88061.82,Net Banking,Returned,3.9
ORD10426,2023-10-10,October,Q4,Grocery,Dal 1kg,Madurai,Tamil Nadu,4,34095.65,36.0,87284.86,Net Banking,Delivered,4.7
ORD10427,2023-12-28,December,Q4,Books,Data Science Book,Pune,Maharashtra,2,33861.8,9.0,61628.48,UPI,Cancelled,3.3
ORD10428,2023-08-07,August,Q3,Electronics,Headphones,Chennai,Tamil Nadu,3,4695.82,27.0,10283.85,Credit Card,Cancelled,4.6
ORD10429,2023-10-15,October,Q4,Home & Kitchen,Curtains,Madurai,Tamil Nadu,3,10967.38,23.0,25334.65,Debit Card,Returned,3.0
ORD10430,2023-01-05,January,Q1,Sports,Football,Chennai,Tamil Nadu,3,10378.59,8.0,28644.91,Cash on Delivery,Delivered,3.1
ORD10431,2023-02-27,February,Q1,Home & Kitchen,Mixer Grinder,Delhi,Delhi,1,33806.82,27.0,24678.98,Cash on Delivery,Delivered,4.0
ORD10432,2023-02-08,February,Q1,Grocery,Oil 1L,Jaipur,Rajasthan,3,24642.4,39.0,45095.59,UPI,Returned,4.7
ORD10433,2023-12-20,December,Q4,Home & Kitchen,Water Bottle,Hyderabad,Telangana,4,11143.53,23.0,34322.07,Net Banking,Returned,2.6
ORD10434,2023-03-18,March,Q1,Electronics,Tablet,Madurai,Tamil Nadu,4,43026.99,31.0,118754.49,Credit Card,Cancelled,3.6
ORD10435,2023-10-07,October,Q4,Grocery,Oil 1L,Mumbai,Maharashtra,1,33721.45,15.0,28663.23,UPI,Cancelled,2.8
ORD10436,2023-01-19,January,Q1,Books,Python Guide,Ahmedabad,Gujarat,3,11895.1,19.0,28905.09,UPI,Delivered,4.0
ORD10437,2023-07-09,July,Q3,Grocery,Tea 250g,Chennai,Tamil Nadu,4,35050.6,15.0,119172.04,UPI,Returned,4.6
ORD10438,2023-10-26,October,Q4,Home & Kitchen,Water Bottle,Bangalore,Karnataka,5,34316.3,33.0,114959.6,Debit Card,Cancelled,4.3
ORD10439,2023-10-10,October,Q4,Toys,RC Car,Chennai,Tamil Nadu,2,40011.87,30.0,56016.62,Credit Card,Delivered,3.7
ORD10440,2023-03-17,March,Q1,Toys,RC Car,Bangalore,Karnataka,5,26722.43,13.0,116242.57,UPI,Cancelled,3.7
ORD10441,2023-08-09,August,Q3,Electronics,Smart Watch,Delhi,Delhi,2,3048.82,33.0,4085.42,Credit Card,Returned,3.7
ORD10442,2023-03-07,March,Q1,Beauty,Perfume,Madurai,Tamil Nadu,3,28039.48,37.0,52994.62,Credit Card,Returned,3.1
ORD10443,2023-01-22,January,Q1,Clothing,Saree,Jaipur,Rajasthan,2,28863.85,26.0,42718.5,UPI,Delivered,3.8
ORD10444,2023-06-07,June,Q2,Beauty,Sunscreen,Kolkata,West Bengal,4,44487.14,15.0,151256.28,Debit Card,Delivered,3.2
ORD10445,2023-07-06,July,Q3,Beauty,Lipstick,Jaipur,Rajasthan,5,20268.4,36.0,64858.88,UPI,Delivered,2.7
ORD10446,2023-01-21,January,Q1,Beauty,Perfume,Hyderabad,Telangana,3,30288.98,16.0,76328.23,UPI,Cancelled,4.7
ORD10447,2023-07-03,July,Q3,Grocery,Tea 250g,Bangalore,Karnataka,2,42717.88,5.0,81163.97,UPI,Delivered,3.1
ORD10448,2023-04-18,April,Q2,Sports,Football,Pune,Maharashtra,1,4822.91,37.0,3038.43,Credit Card,Delivered,3.7
ORD10449,2023-12-16,December,Q4,Toys,Puzzle,Delhi,Delhi,1,13159.49,6.0,12369.92,Net Banking,Delivered,4.1
ORD10450,2023-05-08,May,Q2,Sports,Football,Hyderabad,Telangana,4,31342.71,5.0,119102.3,Credit Card,Delivered,4.6
ORD10451,2023-12-08,December,Q4,Beauty,Perfume,Kolkata,West Bengal,4,48750.33,22.0,152101.03,Net Banking,Delivered,3.2
ORD10452,2023-02-22,February,Q1,Home & Kitchen,Water Bottle,Jaipur,Rajasthan,4,31570.82,25.0,94712.46,Cash on Delivery,Cancelled,3.9
ORD10453,2023-07-01,July,Q3,Books,Novel,Kolkata,West Bengal,5,11395.07,4.0,54696.34,Net Banking,Delivered,3.3
ORD10454,2023-10-14,October,Q4,Home & Kitchen,Bedsheet,Mumbai,Maharashtra,1,26189.65,30.0,18332.76,UPI,Returned,2.8
ORD10455,2023-07-28,July,Q3,Electronics,Smart Watch,Kolkata,West Bengal,3,506.17,17.0,1260.36,Debit Card,Delivered,3.2
ORD10456,2023-11-14,November,Q4,Beauty,Shampoo,Pune,Maharashtra,5,21883.46,10.0,98475.57,Net Banking,Returned,4.3
ORD10457,2023-03-21,March,Q1,Sports,Yoga Mat,Delhi,Delhi,4,31284.88,21.0,98860.22,Cash on Delivery,Delivered,4.5
ORD10458,2023-05-02,May,Q2,Books,Children Book,Hyderabad,Telangana,4,9440.63,3.0,36629.64,Credit Card,Returned,2.8
ORD10459,2023-03-25,March,Q1,Grocery,Oil 1L,Jaipur,Rajasthan,4,9430.08,1.0,37343.12,Cash on Delivery,Delivered,2.6
ORD10460,2023-04-01,April,Q2,Home & Kitchen,Mixer Grinder,Hyderabad,Telangana,3,6295.71,18.0,15487.45,Credit Card,Delivered,2.5
ORD10461,2023-07-31,July,Q3,Electronics,Smart Watch,Chennai,Tamil Nadu,3,21041.14,31.0,43555.16,UPI,Returned,3.7
ORD10462,2023-01-13,January,Q1,Electronics,Headphones,Delhi,Delhi,2,2849.12,31.0,3931.79,Net Banking,Delivered,2.7
ORD10463,2023-04-02,April,Q2,Sports,Yoga Mat,Pune,Maharashtra,1,6141.98,31.0,4237.97,Net Banking,Delivered,3.1
ORD10464,2023-06-20,June,Q2,Electronics,Laptop,Kolkata,West Bengal,1,26080.9,39.0,15909.35,UPI,Delivered,3.7
ORD10465,2023-07-30,July,Q3,Home & Kitchen,Mixer Grinder,Ahmedabad,Gujarat,5,6150.97,19.0,24911.43,UPI,Delivered,3.2
ORD10466,2023-12-09,December,Q4,Sports,Cricket Bat,Chennai,Tamil Nadu,4,16259.45,7.0,60485.15,Credit Card,Returned,3.2
ORD10467,2023-05-08,May,Q2,Sports,Cricket Bat,Mumbai,Maharashtra,5,39184.59,19.0,158697.59,UPI,Delivered,4.0
ORD10468,2023-05-17,May,Q2,Sports,Football,Kolkata,West Bengal,1,34312.93,14.0,29509.12,Credit Card,Delivered,4.9
ORD10469,2023-03-23,March,Q1,Beauty,Shampoo,Ahmedabad,Gujarat,1,6335.08,9.0,5764.92,UPI,Returned,5.0
ORD10470,2023-12-26,December,Q4,Sports,Cricket Bat,Pune,Maharashtra,3,36233.74,10.0,97831.1,Net Banking,Cancelled,2.6
ORD10471,2023-02-25,February,Q1,Books,Children Book,Kolkata,West Bengal,2,28356.75,22.0,44236.53,Net Banking,Delivered,3.3
ORD10472,2023-07-15,July,Q3,Home & Kitchen,Mixer Grinder,Ahmedabad,Gujarat,2,22496.74,33.0,30145.63,Net Banking,Delivered,3.9
ORD10473,2023-01-20,January,Q1,Toys,Board Game,Mumbai,Maharashtra,5,42848.62,31.0,147827.74,Credit Card,Cancelled,3.1
ORD10474,2023-08-29,August,Q3,Toys,Board Game,Ahmedabad,Gujarat,4,38298.42,6.0,144002.06,Net Banking,Delivered,3.2
ORD10475,2023-04-24,April,Q2,Clothing,T-Shirt,Ahmedabad,Gujarat,1,2236.67,38.0,1386.74,Credit Card,Delivered,2.9
ORD10476,2023-04-13,April,Q2,Clothing,Kurta,Chennai,Tamil Nadu,1,1639.27,26.0,1213.06,Net Banking,Cancelled,3.5
ORD10477,2023-08-24,August,Q3,Books,Data Science Book,Madurai,Tamil Nadu,2,30317.38,3.0,58815.72,Debit Card,Returned,4.8
ORD10478,2023-06-29,June,Q2,Clothing,Kurta,Mumbai,Maharashtra,3,27923.09,38.0,51936.95,UPI,Delivered,3.5
ORD10479,2023-06-06,June,Q2,Books,Children Book,Mumbai,Maharashtra,1,41731.1,3.0,40479.17,Cash on Delivery,Delivered,3.0
ORD10480,2023-04-27,April,Q2,Clothing,Jeans,Ahmedabad,Gujarat,4,9513.55,21.0,30062.82,Debit Card,Cancelled,3.1
ORD10481,2023-04-25,April,Q2,Toys,LEGO Set,Jaipur,Rajasthan,3,33740.9,28.0,72880.34,Credit Card,Delivered,3.6
ORD10482,2023-01-13,January,Q1,Home & Kitchen,Water Bottle,Pune,Maharashtra,5,16908.77,6.0,79471.22,Net Banking,Delivered,5.0
ORD10483,2023-12-04,December,Q4,Beauty,Sunscreen,Madurai,Tamil Nadu,3,20646.55,25.0,46454.74,UPI,Cancelled,4.6
ORD10484,2023-04-09,April,Q2,Sports,Badminton Set,Ahmedabad,Gujarat,2,18784.4,22.0,29303.66,UPI,Returned,4.4
ORD10485,2023-07-24,July,Q3,Grocery,Tea 250g,Mumbai,Maharashtra,1,49148.68,24.0,37353.0,UPI,Delivered,3.8
ORD10486,2023-06-18,June,Q2,Books,Python Guide,Chennai,Tamil Nadu,3,1133.98,33.0,2279.3,UPI,Cancelled,4.2
ORD10487,2023-05-23,May,Q2,Home & Kitchen,Mixer Grinder,Mumbai,Maharashtra,4,17815.0,6.0,66984.4,Cash on Delivery,Delivered,3.4
ORD10488,2023-02-05,February,Q1,Sports,Yoga Mat,Hyderabad,Telangana,1,28545.83,23.0,21980.29,Credit Card,Delivered,3.0
ORD10489,2023-05-23,May,Q2,Grocery,Dal 1kg,Kolkata,West Bengal,5,40984.79,4.0,196726.99,Credit Card,Cancelled,4.1
ORD10490,2023-06-29,June,Q2,Toys,LEGO Set,Mumbai,Maharashtra,3,17429.11,33.0,35032.51,Credit Card,Delivered,3.5
ORD10491,2023-11-25,November,Q4,Electronics,Smart Watch,Mumbai,Maharashtra,3,26242.95,13.0,68494.1,UPI,Cancelled,3.9
ORD10492,2023-09-18,September,Q3,Sports,Football,Mumbai,Maharashtra,4,48553.46,30.0,135949.69,Credit Card,Delivered,3.9
ORD10493,2023-07-24,July,Q3,Toys,Doll,Pune,Maharashtra,2,6652.84,3.0,12906.51,Credit Card,Cancelled,3.9
ORD10494,2023-12-14,December,Q4,Toys,Doll,Delhi,Delhi,4,25116.06,31.0,69320.33,Debit Card,Returned,2.8
ORD10495,2023-10-02,October,Q4,Sports,Dumbbells,Pune,Maharashtra,5,9845.16,25.0,36919.35,Debit Card,Delivered,4.3
ORD10496,2023-06-19,June,Q2,Clothing,Saree,Pune,Maharashtra,3,34252.66,23.0,79123.64,Net Banking,Returned,2.8
ORD10497,2023-01-15,January,Q1,Beauty,Perfume,Chennai,Tamil Nadu,3,17259.02,26.0,38315.02,Debit Card,Delivered,4.4
ORD10498,2023-03-01,March,Q1,Grocery,Biscuits,Bangalore,Karnataka,4,2291.63,33.0,6141.57,UPI,Delivered,3.0
ORD10499,2023-05-14,May,Q2,Clothing,T-Shirt,Mumbai,Maharashtra,2,47449.6,37.0,59786.5,UPI,Delivered,4.7
ORD10500,2023-04-02,April,Q2,Beauty,Face Cream,Hyderabad,Telangana,4,23585.96,13.0,82079.14,Debit Card,Delivered,4.4
ORD10501,2023-10-25,October,Q4,Books,Children Book,Kolkata,West Bengal,5,36509.68,6.0,171595.5,Credit Card,Returned,4.2
ORD10502,2023-05-16,May,Q2,Electronics,Headphones,Bangalore,Karnataka,1,14236.48,32.0,9680.81,Credit Card,Returned,4.0
ORD10503,2023-01-20,January,Q1,Electronics,Smartphone,Pune,Maharashtra,3,33165.93,37.0,62683.61,Credit Card,Delivered,3.4
ORD10504,2023-02-25,February,Q1,Books,UPSC Guide,Chennai,Tamil Nadu,4,25451.59,28.0,73300.58,Net Banking,Cancelled,4.8
ORD10505,2023-11-02,November,Q4,Clothing,Jeans,Chennai,Tamil Nadu,5,48341.23,22.0,188530.8,Credit Card,Delivered,4.3
ORD10506,2023-08-11,August,Q3,Books,Novel,Kolkata,West Bengal,4,37232.32,1.0,147439.99,UPI,Delivered,4.2
ORD10507,2023-06-26,June,Q2,Sports,Badminton Set,Hyderabad,Telangana,1,31308.33,35.0,20350.41,Credit Card,Cancelled,4.7
ORD10508,2023-06-10,June,Q2,Books,Python Guide,Bangalore,Karnataka,3,44863.91,26.0,99597.88,Net Banking,Cancelled,2.7
ORD10509,2023-08-12,August,Q3,Sports,Dumbbells,Chennai,Tamil Nadu,5,7679.82,39.0,23423.45,UPI,Returned,4.8
ORD10510,2023-11-07,November,Q4,Home & Kitchen,Pressure Cooker,Bangalore,Karnataka,5,27090.62,32.0,92108.11,UPI,Cancelled,4.7
ORD10511,2023-09-19,September,Q3,Home & Kitchen,Curtains,Bangalore,Karnataka,5,45859.75,13.0,199489.91,Credit Card,Delivered,3.9
ORD10512,2023-03-01,March,Q1,Beauty,Shampoo,Mumbai,Maharashtra,3,44012.59,17.0,109591.35,Net Banking,Delivered,3.5
ORD10513,2023-07-17,July,Q3,Home & Kitchen,Pressure Cooker,Delhi,Delhi,2,9278.09,30.0,12989.33,UPI,Cancelled,4.0
ORD10514,2023-10-23,October,Q4,Sports,Badminton Set,Chennai,Tamil Nadu,2,34384.53,14.0,59141.39,Net Banking,Delivered,4.2
ORD10515,2023-04-08,April,Q2,Grocery,Oil 1L,Bangalore,Karnataka,4,24597.71,6.0,92487.39,Credit Card,Returned,3.0
ORD10516,2023-05-11,May,Q2,Electronics,Headphones,Pune,Maharashtra,2,37131.21,40.0,44557.45,Credit Card,Delivered,4.4
ORD10517,2023-01-23,January,Q1,Grocery,Biscuits,Kolkata,West Bengal,3,43345.41,36.0,83223.19,Credit Card,Cancelled,3.6
ORD10518,2023-12-29,December,Q4,Toys,Doll,Pune,Maharashtra,5,46960.0,23.0,180796.0,Credit Card,Cancelled,3.8
ORD10519,2023-08-12,August,Q3,Clothing,Kurta,Kolkata,West Bengal,1,43895.11,10.0,39505.6,Credit Card,Cancelled,3.8
ORD10520,2023-01-01,January,Q1,Toys,Puzzle,Mumbai,Maharashtra,2,14594.41,16.0,24518.61,UPI,Returned,3.3
ORD10521,2023-09-24,September,Q3,Home & Kitchen,Curtains,Hyderabad,Telangana,5,45955.69,28.0,165440.48,Net Banking,Returned,4.8
ORD10522,2023-10-03,October,Q4,Clothing,Jacket,Delhi,Delhi,2,38947.62,38.0,48295.05,Debit Card,Returned,4.2
ORD10523,2023-12-18,December,Q4,Toys,Doll,Kolkata,West Bengal,1,8984.99,24.0,6828.59,Debit Card,Returned,4.3
ORD10524,2023-12-10,December,Q4,Clothing,Saree,Madurai,Tamil Nadu,2,35932.82,5.0,68272.36,Net Banking,Delivered,2.8
ORD10525,2023-04-11,April,Q2,Clothing,Jacket,Pune,Maharashtra,5,30623.02,6.0,143928.19,Credit Card,Delivered,3.9
ORD10526,2023-07-06,July,Q3,Beauty,Sunscreen,Bangalore,Karnataka,2,43447.49,7.0,80812.33,Net Banking,Delivered,4.3
ORD10527,2023-08-09,August,Q3,Books,UPSC Guide,Hyderabad,Telangana,2,5921.82,5.0,11251.46,Cash on Delivery,Delivered,3.0
ORD10528,2023-02-05,February,Q1,Electronics,Smart Watch,Kolkata,West Bengal,4,27197.88,0.0,108791.52,Debit Card,Delivered,4.7
ORD10529,2023-12-07,December,Q4,Grocery,Tea 250g,Pune,Maharashtra,4,4016.28,24.0,12209.49,Cash on Delivery,Delivered,3.1
ORD10530,2023-06-19,June,Q2,Sports,Cricket Bat,Bangalore,Karnataka,2,2800.44,14.0,4816.76,Credit Card,Cancelled,2.9
ORD10531,2023-11-16,November,Q4,Books,Novel,Delhi,Delhi,1,5488.94,40.0,3293.36,UPI,Cancelled,2.9
ORD10532,2023-06-10,June,Q2,Home & Kitchen,Curtains,Jaipur,Rajasthan,3,46577.42,4.0,134142.97,UPI,Returned,3.2
ORD10533,2023-12-06,December,Q4,Clothing,Kurta,Ahmedabad,Gujarat,1,14676.99,5.0,13943.14,UPI,Delivered,4.2
ORD10534,2023-03-05,March,Q1,Toys,Puzzle,Chennai,Tamil Nadu,2,30622.08,4.0,58794.39,Cash on Delivery,Delivered,4.3
ORD10535,2023-06-03,June,Q2,Grocery,Biscuits,Hyderabad,Telangana,4,30461.79,13.0,106007.03,Cash on Delivery,Delivered,3.8
ORD10536,2023-09-17,September,Q3,Home & Kitchen,Water Bottle,Jaipur,Rajasthan,4,26009.3,25.0,78027.9,Debit Card,Cancelled,3.7
ORD10537,2023-06-08,June,Q2,Sports,Yoga Mat,Chennai,Tamil Nadu,1,5954.45,19.0,4823.1,Debit Card,Cancelled,4.5
ORD10538,2023-12-08,December,Q4,Toys,RC Car,Mumbai,Maharashtra,3,17515.02,32.0,35730.64,Debit Card,Delivered,3.0
ORD10539,2023-07-29,July,Q3,Books,Data Science Book,Hyderabad,Telangana,3,25359.15,13.0,66187.38,UPI,Delivered,2.5
ORD10540,2023-06-17,June,Q2,Toys,Puzzle,Jaipur,Rajasthan,1,41610.54,8.0,38281.7,Net Banking,Returned,4.6
ORD10541,2023-07-26,July,Q3,Electronics,Laptop,Kolkata,West Bengal,2,31378.66,36.0,40164.68,UPI,Returned,3.8
ORD10542,2023-12-23,December,Q4,Toys,LEGO Set,Ahmedabad,Gujarat,3,28268.88,27.0,61908.85,Credit Card,Delivered,3.9
ORD10543,2023-06-01,June,Q2,Beauty,Perfume,Delhi,Delhi,2,14058.98,1.0,27836.78,Cash on Delivery,Delivered,5.0
ORD10544,2023-10-11,October,Q4,Toys,Board Game,Jaipur,Rajasthan,1,43236.45,30.0,30265.51,UPI,Delivered,4.3
ORD10545,2023-03-07,March,Q1,Books,UPSC Guide,Delhi,Delhi,4,43858.58,15.0,149119.17,UPI,Delivered,4.6
ORD10546,2023-04-09,April,Q2,Books,Python Guide,Delhi,Delhi,3,39257.95,31.0,81263.96,Net Banking,Cancelled,4.8
ORD10547,2023-08-04,August,Q3,Electronics,Smart Watch,Ahmedabad,Gujarat,2,9551.07,37.0,12034.35,Cash on Delivery,Delivered,4.3
ORD10548,2023-12-07,December,Q4,Beauty,Shampoo,Delhi,Delhi,5,33852.03,5.0,160797.14,Net Banking,Returned,4.3
ORD10549,2023-07-14,July,Q3,Clothing,T-Shirt,Hyderabad,Telangana,1,34368.26,24.0,26119.88,Net Banking,Delivered,2.7
ORD10550,2023-12-13,December,Q4,Clothing,Jacket,Hyderabad,Telangana,1,28899.11,12.0,25431.22,UPI,Delivered,4.7
ORD10551,2023-03-31,March,Q1,Sports,Yoga Mat,Hyderabad,Telangana,5,15991.53,18.0,65565.27,Debit Card,Delivered,2.8
ORD10552,2023-11-12,November,Q4,Books,Data Science Book,Mumbai,Maharashtra,5,28003.31,4.0,134415.89,Cash on Delivery,Delivered,3.9
ORD10553,2023-10-19,October,Q4,Books,Python Guide,Hyderabad,Telangana,5,12279.01,3.0,59553.2,UPI,Cancelled,4.0
ORD10554,2023-06-04,June,Q2,Grocery,Rice 5kg,Bangalore,Karnataka,1,23563.24,27.0,17201.17,Credit Card,Delivered,2.8
ORD10555,2023-07-27,July,Q3,Toys,RC Car,Bangalore,Karnataka,5,44569.23,25.0,167134.61,Net Banking,Cancelled,4.2
ORD10556,2023-10-08,October,Q4,Beauty,Perfume,Madurai,Tamil Nadu,2,35659.29,27.0,52062.56,Net Banking,Cancelled,3.8
ORD10557,2023-01-01,January,Q1,Home & Kitchen,Mixer Grinder,Kolkata,West Bengal,1,22806.43,27.0,16648.69,Net Banking,Returned,4.3
ORD10558,2023-06-05,June,Q2,Sports,Football,Bangalore,Karnataka,5,12939.74,15.0,54993.89,UPI,Delivered,3.0
ORD10559,2023-05-27,May,Q2,Grocery,Tea 250g,Mumbai,Maharashtra,1,23792.95,14.0,20461.94,Debit Card,Delivered,3.7
ORD10560,2023-04-18,April,Q2,Beauty,Sunscreen,Jaipur,Rajasthan,2,25422.09,16.0,42709.11,Credit Card,Delivered,4.3
ORD10561,2023-08-09,August,Q3,Clothing,Saree,Ahmedabad,Gujarat,4,20070.78,17.0,66634.99,Cash on Delivery,Delivered,4.1
ORD10562,2023-10-24,October,Q4,Grocery,Tea 250g,Delhi,Delhi,3,10451.5,28.0,22575.24,Net Banking,Cancelled,3.6
